kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,bentuk_bangunan,sumber_biaya,peruntukkan_lahan,kepemilikkan,pemberi_Wakaf,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Utara,Cilincing,Semper Timur,Masjid Nurul Iman,Jl. Semper Timur Rt. 001/04,H. Sumanta. MD,Negara,1983,Permanen,,,,,,320,160,
Jakarta Utara,Cilincing,Semper Timur,Masjid Hayya Alal Falah,Jl. Dewa Kembar Rw. 01,Drs. Wardani Umar,Negara,1967,Permanen,,,,,,416,210,
Jakarta Utara,Cilincing,Semper Timur,Musholla Hayya Ala Falah,Rt. 001,,,,,,,,,,416,551,
Jakarta Utara,Cilincing,Semper Timur,Masjid Al-Hidayah,Jl. Komp. Airud Rt. 001/09,Dr. Asnawi,Negara,1970,Permanen,,,,,,485,2100,
Jakarta Utara,Cilincing,Semper Timur,Masjid Al-Muthaqin,Jl. Gaya Motor Rt. 001/08,HD Thoha,Negara,1985,Permanen,,,,,,586,1150,
Jakarta Utara,Cilincing,Semper Timur,Musholla Al Hidayah,Rt. 006/06,,,,,,,,,,,,
Jakarta Utara,Cilincing,Semper Timur,Gereja Pante Kosta,Rt. 009/02,,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Nurul Yaqin,Jl. Sukapura Rt. 002/02,Zainuddin,Negara,1985,Permanen,,,,,,40,120,
Jakarta Utara,Cilincing,Sukapura,Musholla Az-Zuhud,Jl. Sukapura Rt. 007/05,H. Roni,Hak Milik,1990,Permanen,,,,,,42,100,
Jakarta Utara,Cilincing,Sukapura,Musholla Matlahul Huda,Jl. Sukapura Rt. 002/03,H. Rohadi,Hak Milik,1975,Permanen,,,,,,42,280,
Jakarta Utara,Cilincing,Sukapura,Musholla Nurul Iman,Jl. Sukapura Rt. 004/05,H. Masyur,Hak Milik,1983,Permanen,,,,,,50,150,
Jakarta Utara,Cilincing,Sukapura,Musholla Nurul Falah,Jl. Sukapura Rt. 003/01,Marjuki,Negara,1983,Permanen,,,,,,54,120,
Jakarta Utara,Cilincing,Sukapura,Musholla Riyadul Jannah,Jl. Sukapura Rt. 002/04,Abdullah Abas,Hak Milik,1969,Permanen,,,,,,63,100,
Jakarta Utara,Cilincing,Sukapura,Musholla Nurul Bayan,Jl. Sukapura Rt. 009/01,H. Muhtar,Negara,1985,Permanen,,,,,,63,128,
Jakarta Utara,Cilincing,Sukapura,Musholla Al-Jihadiyah,Jl. Sukapura Rt. 001/04,Sayuti. M,Hak Milik,1983,Permanen,,,,,,64,100,
Jakarta Utara,Cilincing,Sukapura,Musholla Al-Ikhlas,Jl. Sukapura Rt. 014/06,H. Buang,Hak Milik,1980,Permanen,,,,,,70,150,
Jakarta Utara,Cilincing,Sukapura,Musholla Jamiatul Mukminin,Jl. Sukapura Rt. 005/03,H. M. Soleh,Hak Milik,1982,Permanen,,,,,,72,72,
Jakarta Utara,Cilincing,Sukapura,Musholla Baitul Amal,Jl. Sukapura Rt. 007/02,Hj. Naodah,Negara,1981,Permanen,,,,,,72,96,
Jakarta Utara,Cilincing,Sukapura,Musholla Rafiul A'ala,Jl. Sukapura Rt. 005/02,Jumhana,Negara,1975,Permanen,,,,,,72,72,
Jakarta Utara,Cilincing,Sukapura,Musholla Huwatul Ain,Jl. Sukapura Rt. 009/03,H. Idris,Hak Milik,1986,Permanen,,,,,,80,120,
Jakarta Utara,Cilincing,Sukapura,Musholla Al-Muhajirin,Jl. Sukapura Rt. 002/04,H. Kobul,Hak Milik,1986,Permanen,,,,,,80,100,
Jakarta Utara,Cilincing,Sukapura,Musholla At-Taqwa,Jl. Sukapura Rt. 004/03,Saadah,Hak Milik,1982,Permanen,,,,,,80,100,
Jakarta Utara,Cilincing,Sukapura,Musholla Al-Ikhlas,Jl. Sukapura Rt. 001/02,H. Kasto,Hak Milik,1970,Permanen,,,,,,80,150,
Jakarta Utara,Cilincing,Sukapura,Musholla Al-Mubarokah,Jl. Sukapura Rt. 005/05,H. Gani,Hak Milik,1983,Permanen,,,,,,84,100,
Jakarta Utara,Cilincing,Sukapura,Gereja HKBP Bethesda,Rt. 012/05,Osator Simanjuntak,,2003,Permanen,,,,,300,90,100,
Jakarta Utara,Cilincing,Sukapura,Musholla As Syuhada,Jl. Sukapura Rt. 003/01,H. Mas'ud,Negara,1988,Permanen,,,,,,96,100,
Jakarta Utara,Cilincing,Sukapura,Musholla An-Nur,Jl. Sukapura Rt. 009/02,H. Matjen,Negara,1965,Permanen,,,,,,99,100,
Jakarta Utara,Cilincing,Sukapura,Gereja Yordan,Rt. 012/05,Jhoni Rantung/Ronald,,2003,Permanen,,,,,200,100,220,
Jakarta Utara,Cilincing,Sukapura,Musholla Miftahul Jannah,Jl. Sukapura Rt. 001/04,H. Nawawi,Hak Milik,1967,Permanen,,,,,,100,100,
Jakarta Utara,Cilincing,Sukapura,Musholla Al-Muttaqin,Jl. Sukapura Rt. 001/01,H. Mutakin,Negara,1987,Permanen,,,,,,100,200,
Jakarta Utara,Cilincing,Sukapura,Masjid Al-Irfan,Jl. Sukapura Rt. 005/04,H. Dasuki Fatih,Negara,1994,,,,,,,108,160,
Jakarta Utara,Cilincing,Sukapura,Masjid Manbau'ul Hikmah,Jl. Sukapura Rt. 006/03,Mamat Bin Tunji,Negara,1995,,,,,,,120,400,
Jakarta Utara,Cilincing,Sukapura,Musholla As-Sidiq,Jl. Sukapura Rt. 007/03,H. Abdullah,Hak Milik,1982,Permanen,,,,,,120,150,
Jakarta Utara,Cilincing,Sukapura,Masjid An-Nashru,Jl. Sukapura Rt. 007/09,Drs. H. Purwadi,Negara,1990,,,,,,,130,1200,
Jakarta Utara,Cilincing,Sukapura,Masjid Al Mubaroq,Jl. Sukapura Rt. 003/03,Hasbullah,Negara,1985,,,,,,,140,787,
Jakarta Utara,Cilincing,Sukapura,Masjid Babus Salam,Jl. Sukapura Rt. 002/06,H. Syafi'i,Negara,1984,,,,,,,180,295,
Jakarta Utara,Cilincing,Sukapura,Masjid Al-Fajar,Jl. Sukapura Rt. 004/04,H. Rohmani,Negara,1980,,,,,,,204,350,
Jakarta Utara,Cilincing,Sukapura,Masjid Al Ikhwan,Jl. Sukapura Rt. 002/06,Joko Sarwono,Negara,1990,,,,,,,225,900,
Jakarta Utara,Cilincing,Sukapura,Masjid Baitur Rahim,Jl. Sukapura Rt. 001/08,H. Kasirin,Negara,1990,,,,,,,250,500,
Jakarta Utara,Cilincing,Sukapura,Masjid Nurul Huda,Jl. Sukapura Rt. 003/05,H. Hodjali,Negara,1990,,,,,,,252,350,
Jakarta Utara,Cilincing,Sukapura,Masjid Baitur Rahman,Jl. Sukapura Rt. 008/07,Dr. Bachtiar Husen,Negara,1984,,,,,,,300,600,
Jakarta Utara,Cilincing,Sukapura,Masjid At-Taqwa,Jl. Sukapura Rt. 004/02,Ayatullah,Negara,1986,,,,,,,500,500,
Jakarta Utara,Cilincing,Sukapura,Masjid Al-Araaf,Jl. Sukapura Rt. 008/01,H. Dasuki,Negara,1980,,,,,,,546,1485,
Jakarta Utara,Cilincing,Sukapura,Gereja GBI,Rt. 004/09,David Halatu,,2003,Permanen,,,,,600,,200,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Ikhlas,Rt. 005/10,Abdul Qoyim,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla As Shidiq,Rt. 007/03,H. Abdul Hamid,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Ikhlas,Rt. 015/06,H. Bahrudin,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Barokah,Rt. 008/02,H. Buhori,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Masjid Al Jihadiyah,Rt. 001/04,H. Haitami,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Amin,Rt. 005/10,H. Hasan,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Masjid Nur Huda,Rt. 005/01,H. Jumanto,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Muhajirin,Rt. 005/05,H. Matrawi,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla An Nur,Rt. 009/02,H. Matzen,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Barkah,Rt. 002/01,H. Mulyadi,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Hikmah,Rt. 007/06,H. Safruddin,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Masjid At Taufik,Rt. 005/01,H. Saifuni,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Muhajirin,Rt. 003/08,H. Sumarsono,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Amanah,Rt. 012/06,H. Suwarno,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Mutaqin,Rt. 008/01,H. Syamsudin,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Qurotul Ain,Rt. 006/03,H. Usman,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Ikhlas,Rt. 006/10,H. Wakino,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Nurul Yakin,KBN Rw.02,Hambali,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Masjid Darussyfa,Rt. 005/05,Hanif,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Baitul Makdis,Rt. 003/10,M. Holik,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Masjid Darussalam,KBN Rw.02,Munasir,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Rifadul Jannah,Rt. 002/04,Muslim,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Solawatul Iman,Rt. 003/2,Noming,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Gereja Pantekostra,Rt. 002/07,Pul E Refi,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Hidayah,KBN Rw.02,Rohmad,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Mu'minin,Rt. 007/10,Subur,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Barokah,Rt. 005/10,Sujai,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Nurul Ikhlas,Rt. 001/10,Supardi,,,,,,,,,,,
Jakarta Utara,Cilincing,Sukapura,Musholla Al Ikhlas,Rt. 009/02,Yayuk,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Darus Salam,Jl.Inspeksi RT002/04,,Hak Milik,1965,Permanen,Masyarakat,SSI,Masyarakat,,140,70,90,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Darul Mukmin,Jl.Inspeksi /23 RT006/04,Abdullah Fatah,Hak Milik,1975,Permanen,Perorangan,SSI,Wakaf,Tardi,70,72,90,MT
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Baitul Rahman,Jl.Inspeksi  RT 008/04,H .Asril,Hak Milik,1991,Permanen,Masyarakat,SSI,Masyarakat,,70,78,112,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Jabal Nur,Jl.Inspeksi /23 RT004/04,Samiun,Hak Milik,1970,Permanen,Masyarakat,SSI,Masyarakat,,100,80,112,MT
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Nurul Iman,Jl. Teguh  RT. 004/01,Masimun,Hak Milik,1978,Permanen,Masyarakat,SSI,Wakaf,,120,100,170,MT
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Nurul Huda,Jl.Inspeksi /46 RT004/04,Suwirno,Hak Milik,1979,Permanen,Masyarakat,SSI,Pribadi,,140,120,150,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Jabal Qubis,Jl.Inspeksi /21  RT007/04,M Senan,Hak Milik,1971,Permanen,Perorangan,SSI,Wakaf,Yanin,90,125,135,"TPA, MT"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Masjid Makmun Kholis,Jl .Tabah Raya I Rt. 001/09,H. Amarullah,TNI AL,1974,Permanen,Perorangan,SSI,Masyarakat,,300,250,300,MT
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Masjid Al-Muhajirin,Jl. Inspeksi Kali Sunter No. 10 Rt. 010/04,H. Asrullah,Hak Milik,1970,Permanen,Masyarakat,SSI,Pribadi,,250,252,120,MT
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja Oikumene,Jl. Tabah I No. 3  Rw. 02,Pdt. Tarigan,TNI AL,1991,Permanen,Masyarakat,SSI,TNI AL,,800,680,3450,Lainnya
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja Bethel Indonesia,Jl. Bulever Barat LC7/ 48,Pdm. Kiki Haryadi,Fasos,1999,Permanen,Masyarakat,SSI,Pemda DKI,,1000,800,1200,Lainnya
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja GPDI Betlehem,Jl. Raya Gading Batavia L 8/1,Michael P. Kainpan,Hak Milik,1993,Permanen,Lem. Sosial,SSI,Yayasan,,1000,800,1600,Lainnya
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja ST.  Yacobus,Jl. P. Raya Rw. 03,Pastor AS. Gunawan,Hak Milik,1985,Permanen,Masyarakat,SSI,Yayasan,,800,800,1300,Lainnya
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Masjid Al-Mustaqim,Jl .Prihatin No. 1 Rt. 007/02,H. Thoip  Makbul,TNI AL,1972,Permanen,Masyarakat,SSI,TNI AL,,500,1000,1032,"TPA, MT"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Masjid Al-Ikhlas,Jl. P Galang Kodamar I Rt. 009/03,"H. Sutanto, SE",Hak Milik,1990,Permanen,Masyarakat,SSI,Masyarakat,,600,1000,3500,"TPA, MT, Mad"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Masjid Al-Barkah,Jl. Teguh VII Blok B No. 94 Rt. 009/01,H. Abdul Gafar Malik,Hak Milik,1993,Permanen,Masyarakat,SSI,Masyarakat,,1800,1000,3500,"TPA, MT, RM, Lainnya"
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja Toraja,Jl. Bulevar BGR no.20 Rt. 002/05,Pdt. Todinggallo,Hak Pakai,1991,Permanen,Masyarakat,SSI,Yayasan,,400,1860,3000,Lainnya
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Al Hidayah,Rw. 022,A. Askuri,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Baitul Jannah,Rw. 022,A. Rohim,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Masjid Al Furqon,Jl. Prihatin (SMAN 72),Agus Haryono,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja GBIP Martin Luther,Jl. Janur Asri 8 Q8 Rw. 012,Bp. Bert Rotin Sulu,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Tanbihul Ghafilin,Jl. Inspeksi Kali Sunter Rt. 007/13,Drs. H. Miftahul Falah,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Ma'mun Kholis,Jl. Kampung Rawa Indah Rt. 001/09,H. Amarullah,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Nurul Falah,Jl. Janir Elok VI/QD Rw. 06,H. Kasum,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Al Hikmah,Jl. Inspeksi kKali Sunter No. 22 Rt.009/13,H. Miftahul Falah,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Al Manar,Jl. Perintis Kemerdekaan Rw. 04,H. Umar,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Ar Rohman,Jl. Gading Raya I Rt. 001/05,KH. Maulana Masyur,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla At Taubah,Jl. Inspeksi Kali Sunter Rt. 009/13,Musawir,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,GKAI (Gereja Kristen Alkitab Indonesia),Jl. Buleverd Barat C/53,"Pdt. Agus Hendro Warih, MA",,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja Sidang Jemaat Allah,Jl. Gading  Raya XII/ 1,Pdt. C.CH.Hur Senpuri,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,GBIP (Gereja Protestan Bagian Barat),Jl. Janur Asri VII QK16/1 Rw.012,Pdt. Manuel E Raitung,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja Bethny,Jl. Bulever LC7 No. 50,Pdt. Niko Nyoto Raharjo,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Gereja GEPEBRI,Jl. Bulever XB 2 No. 1,Pdt.Hanter,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Al Balad,Jl. Pelepah Raya Rw. 014,Sahrul Romli,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Nurul Insan,BGR I Rw. 014,Suwito Askan,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Ar Ridho,Rw. 022,Ustd. Hariyadi,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Al Ikhlas,Rw. 022,Ustd. Mustasir,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,Musholla Al Jihad,Jl. Perintis Kemerdekaan Rt. 011/04,Wahib,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Al- Ma arif,Jl. Perintis Kemerdekaan RT006/06,H.A  Syakirgani,Hak Milik,2003,Permanen,Swadaya Masa,Lainnya,Yayasan,,100,60,75,"TPA, Lainnya"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Al-Hidayah,Komp .Bernis RT002/04,H.Alwi,Hak Milik,1980,Semi Permanen,Swadaya Masa,SSI,Swadaya Masa,,140,70,90,"MT, Lainnya"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Al-Aqsha,Jl. Sutera Ungu Blok D /30-31 Rt. 012/10,Drs. K.H. Imron Nosyadi,Wakaf,1999,Permanen,Swadaya Masa,SSI,Yayasan,,100,75,120,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Ziyadin Rahman,Jl. Komp Bermis  RT003/04,H. Sami Musa,Hak Milik,1995,Permanen,Swadaya Masa,SSI,Swadaya Masa,,70,80,100,"MT, Lainnya"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Nurul Iman,Jl. P. Kemerdekaan Rt. 005/04,Ijang AS,Hak Milik,1990,Permanen,Swadaya Masa,SSI,Swadaya Masa,,100,100,120,"MT, Lainnya"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Sumarah Taqwa ,Jl. Kenanga 172 Rw. 03,Yose Rizal,Wakaf,1988,Permanen,Swadaya Masa,SSI,Masyarakat,,200,175,350,"MT, Lainnya"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Nurul Iqra,Kelapa Gading Timur Rw. 06,Abdul Rasul. Spd,Hak Milik,2000,Permanen,Swadaya Masa,SSI,Yayasan,,500,225,250,"TPA, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Darul Ilmi,Jl. Komp. PT HII,Drs. Syarif Fuddin,Wakaf,2000,Permanen,Swadaya Masa,SSI,Pemda DKI,,800,288,400,"TPA, MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Al-Muhajirin,Jl. Pendet Rt. 004/07,H. Suchodi,Hak Milik,1982,Permanen,Swadaya Masa,SSI,Yayasan,,700,500,525,"TPA, MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Al-Hidayah,Jl. Dewi Shinta RT005/08,HM. Masyur S,Hak Milik,1992,Permanen,Swadaya Masa,SSI,Masyarakat,,700,525,600,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja HKBP Immanuel,Jl. Bulerar Timur,DRS M Pakpahan,Hak Milik,1987,Semi Permanen,Masyarakat,SSI,Yayasan,,700,700,1100,Lainnya
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Jami Al-Jihad,Jl. Pejuang Rt. 006/04,H. Hasbi Muchtar,Wakaf,1987,Permanen,Swadaya Masa,SSI,Wakaf,H. Syamsuri,500,700,1000,"TPA, MT, Mad, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Jami Ar Rahman,Jl. Perintis Kemerdekaan Rw. 06,H. Hasan Basri,Wakaf,1988,Permanen,Swadaya Masa,SSI,Pribadi,H. Kambin Rausin,700,1000,1400,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Ad Da'wah,Jl. Biru Laut Barat No. 1 Rt. 017/10,Drs. K.H. Imron Rosadi,Wakaf,1984,Permanen,Pemerintah,SSI,Masyarakat,,1000,1195,1990,"TPA, MT"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Al-Azhar,Jl. Boulevard Timur,H. Hasim Ihwani,Hak Milik,1986,Permanen,Lem. Sosial,SSI,Yayasan,,1500,1500,9850,"TPA, MT"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Jami Al-Amin,Komp.PT H II Raya Rt. 002/02,H. Ori Satori,Hak Milik,1985,Permanen,Swadaya Masa,SSI,Yayasan,,500,1500,200,"TPA, MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Raya Al-Musyawarah,Jl. Raya Boulevard Rt. 013/18,H. Sjamsudi,Wakaf,1992,Permanen,Pt. Nusa Kirana,SSI,Yayasan,,500,1626,2600,"MT, RM"
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla At Taqwa,Jl. PT. HII Rt. 006/06,HS. Pohwan Taub,,2002,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Al Maariz,Jl. Komp. PT.HII Rt. 006/06,M Syakur Gani,,2001,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid An Nur,Jl. Komp.Dep Perdagangan,H. Moh Sani,,1983,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Al Hijrah,Jl. Pejuang III Rt. 003/04,H. Aluwik,,1975,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Summarah Attaqwa,Jl. Kenanga Rt. 003/05,H. Jose Rizal,,1975,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Nurul Fadhilah,Jl. PT. HII Rt. 004/05,M. Nurul Fadhilah,,1975,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Musholla Al Barkah ,Jl. Pejuang IV Rt. 003/04,Ahmad Faeruni,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja GKI Kelapa Cangkir,Jl. Kelapa Cengkir Barat IV FKI No. 1 Rt. 005/ 11,Daniel Suryana,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Bhetel Indonesia,Jl. Raya Bouleverd FX 1 No. 1 - 2,Frants,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Kristus Yesus,Jl. Boulevard TB II Rt. 008/01,GI Josephine,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Masjid Al Istiqomah,Jl. Kelapa Sawit Raya,H. Sjamhudi,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Ketulusan Hati ,Jl. Raya Bouleverd Apt. WGP,Jemaat Agape,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Cetiya Eka Dharma,Jl. Jaur Hijau 6,Lay Hoa Joen Moy,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Rumah Teduh Santo,Jl. Raya Kelapa Kopyor Rt. 002/ 09,Leo Pold,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja GBI WGP (Siloam),Jl. Bouleverd Raya Apertemen WPG,Paulus Sugiharto,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Kristen Sangkala Ind,Jl. Kelapa Sawit IV BB / 28,Pdt. Arief Suryadi,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Anugerah Bethesia,Jl. Bouleverd Raya,Pdt. Benny Tatimu,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja GBI Rospynna,Jl. Summagung II G-1 No. 1 Rt. 012/ 02,Pdt. Imanuel Rajiono,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Bhetel Indonesia,Jl. Boulevard Blok  WB 2 No. 5,Pdt. Ir. Hanoch Erik O,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja GSPI - Filadelfia,Jl.Kelapa Kopyor Tinur I BA- I/ 6 Rt. 001/ 09,Pdt. Jakup Latif,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja GSJA Duta Firman,Jl. Summangung III R-II/7,Pdt. Joice M. Rooroh,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Kristen Snangkala Ind,Jl. Bouleverd Raya Blok FY I,Pdt. Nofry Beleng,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Bethel Indonesia,Jl. Pelepah Kuning III,Pdt.K.Supit,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Kristus Rohani Indonesia,Jl. Raya Bouleverd D6/5-6,Steven,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja GBI Graha Abugerah,Jl. Bouleverd Raya WB 2 / 25 - 26,Yuyung Nehimia,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Kristen Filadelfia END,Jl. Bouleverd Raya WGP Ruko 22,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Bethel Indonesia,Jl. Raya Bouleverd Blok L/6,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,Gereja Tiberias Ministry,Jl. Raya Bouleverd TN-2/12-15,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al-Fudhola,Rt. 001/13,Abdullah,Wakaf,1977,Permanen,Swadaya Masa,SSI,Masyarakat,,60,100,150,"MT, RM"
