kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,bentuk_bangunan,sumber_biaya,peruntukkan_lahan,kepemilikkan,pemberi_Wakaf,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Utara,Penjaringan,Penjaringan,Musholla An Nur,Jl. Muara Baru Rt. 022/17,Jayadi,Hak Pakai,1991,Permanen,Perorangan,SSI,Masyarakat,,100,8,12,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Riaudatul Jannah,Jl. Tanjung Wangi Rt. 004/ 012,,Hak Pakai,1991,Semi Permanen,Perorangan,SSI,Pemerintah,,200,10,17,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Al-Falah,Jl. Pluit Dalam Rt. 014/08,H. Arinda,Hak Pakai,1969,Permanen,Perorangan,SSI,Masyarakat,Wari,40,18,20,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Nurul Jannah,Jl. Tanah Pasir No. 1 Rt. 011/07,Ilyas,Hak Milik,1988,Permanen,Perorangan,SSI,Masyarakat,,50,20,20,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Al-Khusna,Jl. Sukarda no. 16 Rt. 010/19,Ust. Aminudin,Hak Pakai,2000,Semi Permanen,Perorangan,SSI,Masyarakat,,50,20,20,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Al Choiriyah,Jl. Tanah Pasir Rt. 001/12,HR. Tu,Wakaf,1991,Permanen,Perorangan,SSI,Masyarakat,Hj. Sariah ( Alm ),60,24,27,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Al-Hidayah,Jl. Rawa Bebek Rt. 013/11,Enjen ( Saca ),Wakaf,1984,Semi Permanen,Perorangan,SSI,Wakaf,Joni,45,25,48,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Al Muttaqin,Jl. Tanah Pasir Gg. Wanra Rt. 003/09,Sarwan,Wakaf,1982,Permanen,Perorangan,SSI,Wakaf,Rusmana,40,31,31,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Jamiyyatul Khaerot,RSB Blok I Lt.IV No. 4 Rt. 009/08,Ust. Fadila,Hak Guna Bangunan,1996,Semi Permanen,Perorangan,SSI,Masyarakat,,66,36,36,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Assodiqin,Jl. Tanah Pasir Rt. 003/11,Sa'ad Murrid,Wakaf,1972,Permanen,Perorangan,SSI,Wakaf,"Bp. Rinan, Ibu Kirah",60,36,36,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Nurul Imam,Jl. Muara Baru Marlina Rt. 004/17,M.Bisri Hs,Wakaf,1990,Permanen,Perorangan,SSI,Masyarakat,,100,37,39,
Jakarta Utara,Penjaringan,Penjaringan,Musholla At Taufik,Jl. Muara Baru  Rt. 016/17,Ahmad Sarbini,Hak Milik,1995,Permanen,Masyarakat,SSI,Masyarakat,,70,40,50,
Jakarta Utara,Penjaringan,Penjaringan,Musholla Al-Barokah,Jl. Kp. Baru Rt. 006/15,Khaerudin,Wakaf,2000,Darurat,Perorangan,SSI,Masyarakat,,40,45,50,
